Year,Player,Age,Hometown,Home State,Tm,FantPos,FantPt,Height (inches),Weight,College,DOB,Draft Round,Draft Year,Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2000,Robert Smith,28,Euclid,OH,MIN,RB,247,74,212,Ohio St.,3/4/1972,1,1993,0,0,0,0,0,0,0
2005,Clinton Portis,24,Laurel,MS,WAS,RB,246,71,205,Miami (FL),9/1/1981,2,2002,0,0,0,0,0,0,0
2004,Drew Brees,25,Austin,TX,SDG,QB,245,73,209,Purdue,1/15/1979,2,2001,28,4.83,0,32,105,4.21,7.09
2010,Peyton Hillis,24,Conway,AR,CLE,RB,244,73,240,Arkansas,1/21/1986,7,2008,0,4.64,26,30.5,117,0,7.15
2008,Matt Forte,23,Lake Charles,LA,CHI,RB,244,73,221,Tulane,12/10/1985,2,2008,0,0,0,0,0,0,0
2001,Marvin Harrison,29,Philadelphia,PA,IND,WR,243,73,175,Syracuse,8/25/1972,1,1996,0,0,0,0,0,0,0
2006,Tiki Barber,31,Roanoke,VA,NYG,RB,243,70,200,Virginia,4/7/1975,2,1997,0,0,0,0,0,0,0
2004,Marc Bulger,27,Pittsburgh,PA,STL,QB,243,75,215,West Virginia,4/5/1977,6,2000,29,4.97,0,0,100,4.34,7.46
2001,Kordell Stewart,29,New Orleans,LA,PIT,QB,242,73,218,Colorado,10/16/1972,2,1995,0,0,0,0,0,0,0
2003,Torry Holt,27,Greensboro,NC,STL,WR,242,73,190,North Carolina St.,6/5/1976,1,1999,0,4.44,37,37,118,0,0
2010,Adrian Peterson,25,Palestine,TX,MIN,RB,242,74,217,Oklahoma,3/21/1985,1,2007,16,4.4,0,38.5,127,4.4,7.09
2000,Curtis Martin,27,Pittsburgh,PA,NYJ,RB,242,71,210,Pittsburgh,5/1/1973,0,1995,0,0,0,0,0,0,0
2010,Jamaal Charles,24,Port Arthur,TX,KAN,RB,242,73,200,Texas,12/27/1986,3,2008,0,4.38,0,30.5,122,4.22,6.8
2008,Thomas Jones,30,Big Stone Gap,VA,NYJ,RB,242,70,220,Virginia,8/19/1978,1,2000,0,0,0,0,0,0,0
2011,Rob Gronkowski,22,Amherst,NY,NWE,TE,241,78,265,Arizona,5/14/1989,2,0,0,4.68,23,0,0,0,0
2012,Alfred Morris,24,Pensacola,FL,WAS,RB,241,69,219,Florida Atlantic,8/6/1900,6,2012,0,4.63,16,35.5,117,4.19,7.01
2010,Eli Manning,29,New Orleans,LA,NYG,QB,241,76,0,Mississippi,1/3/1981,1,2004,39,4.9,0,0,0,0,0
2002,Marvin Harrison,30,Philadelphia,PA,IND,WR,241,73,175,Syracuse,8/25/1972,1,1996,0,0,0,0,0,0,0
1999,Marvin Harrison,27,Philadelphia,PA,IND,WR,241,73,175,Syracuse,8/25/1972,1,1996,0,0,0,0,0,0,0
2011,Michael Vick,31,Newport News,VA,PHI,QB,241,73,215,Virginia Tech,6/26/1980,1,2001,20,4.33,0,38,0,0,0
2000,Ricky Watters,31,Harrisburg,PA,SEA,RB,240,73,217,Notre Dame,4/7/1969,0,1991,0,0,0,0,0,0,0
2009,Donovan McNabb,33,Chicago,IL,PHI,QB,240,74,0,Syracuse,11/25/1976,1,1999,14,4.64,0,33,117,4.38,7.3
2013,Marshawn Lynch,27,Oakland,CA,SEA,RB,239,71,215,California,4/22/1986,1,2007,0,4.46,20,35.5,125,4.58,7.09
2010,Joe Flacco,25,Voorhees,NJ,BAL,QB,239,78,0,Delaware,1/16/1985,1,2008,27,4.84,0,28.5,110,4.27,6.82
2007,Adrian Peterson,22,Palestine,TX,MIN,RB,239,12,210,Oklahoma,3/21/1985,1,2007,16,4.4,0,38.5,127,4.4,7.09
2001,Terrell Owens,28,Alexander City,AL,SFO,WR,239,75,226,Tenn-Chattanooga,12/7/1973,3,0,0,0,0,0,0,0,0
2000,Charlie Garner,28,Fairfax,VA,SFO,RB,239,70,190,Tennessee,2/13/1972,0,1994,0,0,0,0,0,0,0
2004,Muhsin Muhammad,31,Lansing,MI,CAR,WR,238,74,217,Michigan St.,5/5/1973,2,1996,0,0,0,0,0,0,0
2013,Ryan Tannehill,25,Big Spring,TX,MIA,QB,238,76,220,Texas A&M,7/27/1988,1,2012,34,4.65,0,0,0,0,0
2013,Knowshon Moreno,26,Belford,NJ,DEN,RB,237,70,215,Georgia,7/16/1987,1,2009,0,4.5,25,35.5,115,4.27,6.84
2005,Steve Smith,26,Los Angeles,CA,CAR,WR,237,69,185,Utah,5/12/1979,3,2001,0,4.44,0,38,120,4.19,6.68
2006,Jon Kitna,34,Tacoma,WA,DET,QB,236,74,0,Central Washington,9/21/1972,0,0,0,0,0,0,0,0,0
2009,David Garrard,31,East Orange,NJ,JAX,QB,236,73,0,East Carolina,2/14/1978,4,2002,14,4.82,0,33.5,111,4.26,7.35
2003,Fred Taylor,27,Pahokee,FL,JAX,RB,236,73,234,Florida,1/27/1976,1,1998,0,0,0,0,0,0,0
2007,Joseph Addai,24,Houston,TX,IND,RB,236,12,210,LSU,5/3/1983,1,2006,0,4.4,18,38.5,125,4.48,7.1
2000,Randy Moss,23,Rand,WV,MIN,WR,236,76,215,Marshall,2/13/1977,1,1998,0,0,0,0,0,0,0
2007,Clinton Portis,26,Laurel,MS,WAS,RB,236,12,205,Miami (FL),9/1/1981,2,2002,0,0,0,0,0,0,0
2005,Matt Hasselbeck,30,Westwood,MA,SEA,QB,235,76,0,Boston Col.,9/25/1975,6,1998,0,0,0,0,0,0,0
2012,Joe Flacco,27,Voorhees,NJ,BAL,QB,235,78,0,Delaware,1/0/1900,1,2008,27,4.84,0,28.5,110,4.27,6.82
2000,Mark Brunell,30,Los Angeles,CA,JAX,QB,235,73,217,Washington,9/17/1970,5,1993,0,0,0,0,0,0,0
2004,Tom Brady,27,San Mateo,CA,NWE,QB,234,76,225,Michigan,8/3/1977,6,2000,33,5.28,0,24.5,99,4.38,7.2
2002,Donovan McNabb,26,Chicago,IL,PHI,QB,234,74,240,Syracuse,11/25/1976,1,1999,14,4.64,33,33,117,4.38,7.3
2010,Chris Johnson,25,Orlando,FL,TEN,RB,233,71,195,East Carolina,9/23/1985,1,2008,10,4.24,0,35,0,0,0
2012,Eli Manning,31,New Orleans,LA,NYG,QB,233,76,0,Mississippi,1/0/1900,1,2004,39,4.9,0,0,0,0,0
2004,Michael Vick,24,Newport News,VA,ATL,QB,233,73,215,Virginia Tech,6/26/1980,1,2001,20,4.33,0,38,0,0,0
2003,Ricky Williams,26,Dallas,TX,MIA,RB,232,67,195,Texas Tech,8/29/1978,0,0,0,4.47,32.5,32.5,110,0,0
2009,Frank Gore,26,Coral Gables,FL,SFO,RB,231,69,215,Miami (FL),5/14/1983,3,2005,0,0,0,0,0,0,0
2012,Sam Bradford,25,Oklahoma City,OK,STL,QB,231,76,0,Oklahoma,1/0/1900,1,2010,36,4.79,0,0,0,0,0
2003,Jeff Garcia,33,Gilroy,CA,SFO,QB,231,73,0,San Jose St.,2/24/1970,0,0,0,0,0,0,0,0,0
2010,Matt Cassel,28,Northridge,CA,KAN,QB,231,77,0,USC,5/17/1982,7,2005,0,0,0,0,0,0,0
2003,Marc Bulger,26,Pittsburgh,PA,STL,QB,231,75,0,West Virginia,4/5/1977,6,2000,29,4.97,0,0,100,4.34,7.46
2001,Jay Fiedler,30,Oceanside,NY,MIA,QB,230,74,225,Dartmouth,12/29/1971,0,0,0,0,0,0,0,0,0
1999,Emmitt Smith,30,Pensacola,FL,DAL,RB,230,69,221,Florida,5/15/1969,1,1990,0,0,0,0,0,0,0
2000,Lamar Smith,30,Fort Wayne,IN,MIA,RB,230,71,230,Houston,11/29/1970,0,1994,0,0,0,0,0,0,0
2002,Brett Favre,33,Gulfport,MS,GNB,QB,230,74,225,Southern Miss,10/10/1969,2,1991,0,0,0,0,0,0,0
2010,Carson Palmer,31,Fresno,CA,CIN,QB,230,77,0,USC,12/27/1979,1,2003,26,4.65,0,0,0,0,0
2007,Carson Palmer,28,Fresno,CA,CIN,QB,230,77,230,USC,12/27/1979,1,2003,26,4.65,0,0,0,0,0
2009,Jay Cutler,26,Santa Claus,IN,CHI,QB,230,75,0,Vanderbilt,4/29/1983,1,2006,26,4.77,0,0,0,4.31,7.12
2009,Thomas Jones,31,Big Stone Gap,VA,NYJ,RB,230,70,220,Virginia,8/19/1978,1,2000,0,0,0,0,0,0,0
2001,Corey Dillon,27,Seattle,WA,CIN,RB,230,73,225,Washington,10/24/1974,2,1997,0,0,0,0,0,0,0
2000,Stephen Davis,26,Spartanburg,SC,WAS,RB,229,73,230,Auburn,3/1/1974,0,1996,0,0,0,0,0,0,0
2003,Jon Kitna,31,Tacoma,WA,CIN,QB,229,74,0,Central Washington,9/21/1972,0,0,0,0,0,0,0,0,0
2010,David Garrard,32,East Orange,NJ,JAX,QB,229,73,0,East Carolina,2/14/1978,4,2002,14,4.82,0,33.5,111,4.26,7.35
2005,Eli Manning,24,New Orleans,LA,NYG,QB,228,76,0,Mississippi,1/3/1981,1,2004,39,4.9,0,0,0,0,0
2002,Eddie George,29,Philadelphia,PA,TEN,RB,228,75,235,Ohio St.,9/24/1973,1,1996,0,0,0,0,0,0,0
2006,Maurice Jones-Drew,21,Pinole,CA,JAX,RB,228,68,205,UCLA,3/23/1985,2,2006,0,0,0,0,0,0,0
2005,Rudi Johnson,26,Ettrick,VA,CIN,RB,227,70,220,Auburn,10/1/1979,4,2001,0,4.57,24,37.5,0,4.22,7.32
2002,Hines Ward,26,Forest Park,GA,PIT,WR,227,73,205,Georgia,3/8/1976,3,1998,0,0,0,0,0,0,0
2011,Ryan Fitzpatrick,29,Gilbert,AZ,BUF,QB,227,74,221,Harvard,11/24/1982,7,2005,48,4.86,0,30.5,105,4.07,7.09
2005,LaMont Jordan,27,Suitland,MD,OAK,RB,227,70,230,Maryland,11/11/1978,2,2001,0,4.57,24,37,0,0,0
2006,Tom Brady,29,San Mateo,CA,NWE,QB,227,76,0,Michigan,8/3/1977,6,2000,33,5.28,0,24.5,99,4.38,7.2
2009,Kurt Warner,38,Burlington,IA,ARI,QB,227,74,0,Northern Iowa,6/22/1971,0,0,0,0,0,0,0,0,0
2013,Josh Gordon,22,Houston,TX,CLE,WR,227,76,220,Utah,4/13/1991,2,2012,0,0,0,0,0,0,0
2000,Tiki Barber,25,Roanoke,VA,NYG,RB,227,70,200,Virginia,4/7/1975,0,1997,0,0,0,0,0,0,0
2005,Michael Vick,25,Newport News,VA,ATL,QB,227,73,0,Virginia Tech,6/26/1980,1,2001,20,4.33,0,38,0,0,0
2010,Darren McFadden,23,North Little Rock,AR,OAK,RB,226,74,210,Arkansas,8/27/1987,1,2008,0,4.33,0,33,128,0,0
2004,Rudi Johnson,25,Ettrick,VA,CIN,RB,226,70,220,Auburn,10/1/1979,4,2001,0,4.57,24,37.5,0,4.22,7.32
2011,Ben Roethlisberger,29,Findlay,OH,PIT,QB,226,77,240,Miami (OH),3/2/1982,1,2004,25,4.75,0,0,0,0,0
2003,Brett Favre,34,Gulfport,MS,GNB,QB,226,74,0,Southern Miss,10/10/1969,2,1991,0,0,0,0,0,0,0
2008,LaDainian Tomlinson,29,Rosebud,TX,SDG,RB,226,70,221,TCU,6/23/1979,1,2001,0,4.46,18,40.5,0,4.21,6.84
2007,Terrell Owens,34,Alexander City,AL,DAL,WR,226,75,226,Tenn-Chattanooga,12/7/1973,3,1996,0,0,0,0,0,0,0
2002,Terrell Owens,29,Alexander City,AL,SFO,WR,226,75,226,Tenn-Chattanooga,12/7/1973,3,1996,0,0,0,0,0,0,0
2000,Terrell Owens,27,Alexander City,AL,SFO,WR,226,75,226,Tenn-Chattanooga,12/7/1973,0,1996,0,0,0,0,0,0,0
2008,Steve Slaton,22,Levittown,PA,HOU,RB,226,70,195,West Virginia,1/4/1986,3,2008,0,4.45,19,33.5,118,0,0
2013,Demaryius Thomas,26,Montrose,GA,DEN,WR,225,75,229,Georgia Tech,12/25/1987,1,2010,0,0,0,0,0,0,0
2008,Clinton Portis,27,Laurel,MS,WAS,RB,225,71,205,Miami (FL),9/1/1981,2,2002,0,0,0,0,0,0,0
2007,Braylon Edwards,24,Detroit,MI,CLE,WR,225,75,211,Michigan,2/21/1983,1,2005,0,4.45,22,0,0,0,0
2003,Tom Brady,26,San Mateo,CA,NWE,QB,225,76,0,Michigan,8/3/1977,6,2000,33,5.28,0,24.5,99,4.38,7.2
2000,Marvin Harrison,28,Philadelphia,PA,IND,WR,225,73,175,Syracuse,8/25/1972,1,1996,0,0,0,0,0,0,0
2012,Matt Schaub,31,West Chester,PA,HOU,QB,225,77,0,Virginia,1/0/1900,3,2004,30,5.04,0,30.5,110,4.66,7.65
2009,Jason Campbell,28,Laurel,MS,WAS,QB,224,77,0,Auburn,12/31/1981,1,2005,28,4.72,0,0,0,0,7.42
1999,Doug Flutie,37,Manchester,MD,BUF,QB,224,70,180,Boston Col.,10/23/1962,11,1985,0,0,0,0,0,0,0
2002,Fred Taylor,26,Pahokee,FL,JAX,RB,224,73,234,Florida,1/27/1976,1,1998,0,0,0,0,0,0,0
2012,Ben Roethlisberger,30,Findlay,OH,PIT,QB,224,77,0,Miami (OH),1/0/1900,1,2004,25,4.75,0,0,0,0,0
2000,Rod Smith,30,Texarkana,AR,DEN,WR,224,73,200,Missouri Southern,5/15/1970,0,0,0,0,0,0,0,0,0
2000,Shaun King,23,St. Petersburg,FL,TAM,QB,224,73,215,Tulane,5/29/1977,0,1999,25,4.77,33,33,113,4.29,0
2012,Carson Palmer,33,Fresno,CA,OAK,QB,224,77,0,USC,1/0/1900,1,2003,26,4.65,0,0,0,0,0
2003,Donovan McNabb,27,Chicago,IL,PHI,QB,223,74,0,Syracuse,11/25/1976,1,1999,14,4.64,33,33,117,4.38,7.3
2008,Maurice Jones-Drew,23,Pinole,CA,JAX,RB,223,68,205,UCLA,3/23/1985,2,2006,0,0,0,0,0,0,0
2005,Drew Bledsoe,33,Ellensburg,WA,DAL,QB,223,77,0,Washington St.,2/14/1972,1,1993,0,0,0,0,0,0,0
2005,Jake Plummer,31,Boise,ID,DEN,QB,222,74,0,Arizona St.,12/19/1974,2,1997,0,0,0,0,0,0,0
2008,David Garrard,30,East Orange,NJ,JAX,QB,222,73,0,East Carolina,2/14/1978,4,2002,14,4.82,0,33.5,111,4.26,7.35
2010,Rashard Mendenhall,23,Skokie,IL,PIT,RB,222,71,210,Illinois,6/19/1987,1,2008,0,4.41,26,33.5,117,4.18,0
2012,Ray Rice,25,New Rochelle,NY,BAL,RB,222,69,195,Rutgers,7/13/1900,2,2008,0,4.42,23,31.5,119,4.2,6.65
1999,Brett Favre,30,Gulfport,MS,GNB,QB,222,74,225,Southern Miss,10/10/1969,2,1991,0,0,0,0,0,0,0
2010,Jay Cutler,27,Santa Claus,IN,CHI,QB,222,75,0,Vanderbilt,4/29/1983,1,2006,26,4.77,0,0,0,4.31,7.12
2008,Tyler Thigpen,24,Winnsboro,SC,KAN,QB,221,75,0,Coastal Carolina,4/14/1984,7,0,0,0,0,0,0,0,0
2003,Edgerrin James,25,Immokalee,FL,IND,RB,221,73,214,Miami (FL),8/1/1978,1,1999,0,4.38,0,0,0,3.88,6.87
1999,Dorsey Levens,29,Syracuse,NY,GNB,RB,221,73,230,Notre Dame,5/21/1970,5,0,0,0,0,0,0,0,0
2010,LeSean McCoy,22,Harrisburg,PA,PHI,RB,221,70,215,Pittsburgh,7/12/1988,2,2009,0,0,0,0,0,0,0
2007,Jamal Lewis,28,Atlanta,GA,CLE,RB,221,12,240,Tennessee,8/29/1979,1,2000,0,4.58,23,0,0,0,0
2011,Marshawn Lynch,25,Oakland,CA,SEA,RB,220,12,215,California,4/22/1986,1,2007,0,4.46,20,35.5,125,4.58,7.09
2003,Brad Johnson,35,Marietta,GA,TAM,QB,220,77,0,Florida St.,9/13/1968,9,1992,0,0,0,0,0,0,0
2012,Calvin Johnson,27,Tyrone,GA,DET,WR,220,77,239,Georgia Tech,8/26/1900,1,2007,0,4.35,0,0,0,0,0
2008,Chad Pennington,32,Knoxville,TN,MIA,QB,220,75,0,Marshall,6/26/1976,1,2000,25,4.81,0,33.5,111,4.16,7.12
2002,Chad Pennington,26,Knoxville,TN,NYJ,QB,220,75,225,Marshall,6/26/1976,1,2000,25,4.81,33.5,33.5,111,4.16,7.12
2005,Drew Brees,26,Austin,TX,SDG,QB,220,73,0,Purdue,1/15/1979,2,2001,28,4.83,0,32,105,4.21,7.09
2001,LaDainian Tomlinson,22,Rosebud,TX,SDG,RB,220,70,221,TCU,6/23/1979,1,2001,0,4.46,40.5,40.5,0,4.21,6.84
2013,Calvin Johnson,28,Tyrone,GA,DET,WR,219,77,239,Georgia Tech,9/25/1985,1,2007,0,4.35,0,0,0,0,0
2005,Trent Green,35,Cedar Rapids,IA,KAN,QB,219,75,0,Indiana,7/9/1970,8,1993,0,0,0,0,0,0,0
2000,Kerry Collins,28,Lebanon,PA,NYG,QB,219,77,248,Penn St.,12/30/1972,1,1995,0,0,0,0,0,0,0
2009,Kyle Orton,27,Altoona,IA,DEN,QB,219,76,0,Purdue,11/14/1982,4,2005,27,5.06,0,26.5,0,4.54,7.39
2007,Donovan McNabb,31,Chicago,IL,PHI,QB,219,74,240,Syracuse,11/25/1976,1,1999,14,4.64,0,33,117,4.38,7.3
2002,Jamal Lewis,23,Atlanta,GA,BAL,RB,219,71,240,Tennessee,8/29/1979,1,2000,0,4.58,0,0,0,0,0
2000,James Stewart,29,Morristown,TN,DET,RB,219,73,224,Tennessee,12/27/1971,1,1995,0,0,0,0,0,0,0
2008,Tony Romo,28,San Diego,CA,DAL,QB,218,74,0,East. Illinois,4/21/1980,0,0,30,5.01,0,30,105,4.2,7.11
2013,Jimmy Graham,27,Goldsboro,NC,NOR,TE,218,79,260,Miami (FL),11/24/1986,3,2010,0,4.53,0,38.5,120,4.45,6.9
2010,Michael Turner,28,Waukegan,IL,ATL,RB,218,70,237,Northern Illinois,2/13/1982,5,2004,0,4.49,22,31,114,4.21,7.54
2007,Kurt Warner,36,Burlington,IA,ARI,QB,218,74,220,Northern Iowa,6/22/1971,0,0,0,0,0,0,0,0,0
2010,Kyle Orton,28,Altoona,IA,DEN,QB,218,76,0,Purdue,11/14/1982,4,2005,27,5.06,0,26.5,0,4.54,7.39
2001,Ricky Williams,24,San Diego,CA,NOR,RB,218,70,226,Texas,5/21/1977,1,1999,0,4.47,32.5,32.5,110,0,0
2010,Matt Forte,25,Lake Charles,LA,CHI,RB,218,73,221,Tulane,12/10/1985,2,2008,0,0,0,0,0,0,0
2007,Jay Cutler,24,Santa Claus,IN,DEN,QB,218,75,225,Vanderbilt,4/29/1983,1,2006,26,4.77,0,0,0,4.31,7.12
2008,Brian Westbrook,29,Washington,DC,PHI,RB,218,68,200,Villanova,9/2/1979,3,2002,0,4.57,26,37,118,0,7.09
2012,Brandon Marshall,28,Pittsburgh,PA,CHI,WR,217,76,229,Central Florida,8/16/1900,4,2006,0,4.72,28,30.5,108,4.09,7.05
1999,Randy Moss,22,Rand,WV,MIN,WR,217,76,215,Marshall,2/13/1977,1,1998,0,0,0,0,0,0,0
2002,Ahman Green,25,Omaha,NE,GNB,RB,217,73,217,Nebraska,2/16/1977,3,1998,0,0,0,0,0,0,0
2011,Michael Turner,29,Waukegan,IL,ATL,RB,217,12,237,Northern Illinois,2/13/1982,5,2004,0,4.49,22,31,114,4.21,7.54
2009,Ricky Williams,32,San Diego,CA,MIA,RB,217,70,226,Texas,5/21/1977,1,1999,0,4.47,19,32.5,110,0,0
2013,Carson Palmer,34,Fresno,CA,ARI,QB,217,77,230,USC,12/27/1979,1,2003,26,4.65,0,0,0,0,0
2011,Jordy Nelson,26,Manhattan,KS,GNB,WR,216,75,215,Kansas St.,5/31/1985,2,2008,0,4.51,0,31,123,4.35,7.03
2010,Ben Roethlisberger,28,Findlay,OH,PIT,QB,216,77,0,Miami (OH),3/2/1982,1,2004,25,4.75,0,0,0,0,0
2005,Kerry Collins,33,Lebanon,PA,OAK,QB,216,77,0,Penn St.,12/30/1972,1,1995,0,0,0,0,0,0,0
2011,Alex Smith,27,Seattle,WA,SFO,QB,216,76,212,Utah,5/7/1984,1,2005,0,4.75,28,0,0,0,0
2006,Rudi Johnson,27,Ettrick,VA,CIN,RB,215,70,220,Auburn,10/1/1979,4,2001,0,4.57,24,37.5,0,4.22,7.32
2011,Josh Freeman,23,Kansas City,MO,TAM,QB,215,78,240,Kansas St.,1/13/1988,1,2009,27,4.9,0,33.5,119,4.43,7.11
2008,Larry Fitzgerald,25,Minneapolis,MN,ARI,WR,215,75,225,Pittsburgh,8/31/1983,1,2004,0,0,0,0,0,0,0
2000,Brett Favre,31,Gulfport,MS,GNB,QB,215,74,225,Southern Miss,10/10/1969,2,1991,0,0,0,0,0,0,0
2003,Travis Henry,25,Frostproof,FL,BUF,RB,215,69,215,Tennessee,10/29/1978,2,2001,0,4.61,35.5,35.5,0,0,0
2011,Joe Flacco,26,Voorhees,NJ,BAL,QB,214,78,232,Delaware,1/16/1985,1,2008,27,4.84,0,28.5,110,4.27,6.82
2012,Ryan Fitzpatrick,30,Gilbert,AZ,BUF,QB,214,74,0,Harvard,1/0/1900,7,2005,48,4.86,0,30.5,105,4.07,7.09
2009,Andre Johnson,28,Miami,FL,HOU,WR,214,75,219,Miami (FL),7/11/1981,1,2003,0,4.4,0,39,132,0,0
2010,Ray Rice,23,New Rochelle,NY,BAL,RB,214,69,195,Rutgers,1/22/1987,2,2008,0,4.42,23,31.5,119,4.2,6.65
2011,Wes Welker,30,Oklahoma City,OK,NWE,WR,214,69,190,Texas Tech,5/1/1981,0,0,0,0,0,0,0,0,0
2013,Robert Griffin,23,Okinawa,Japan,WAS,QB,213,74,220,Baylor,2/12/1990,1,2012,24,4.33,0,39,120,0,0
2001,Antowain Smith,29,Millbrook,AL,NWE,RB,213,74,232,Houston,3/14/1972,1,1997,0,0,0,0,0,0,0
2002,Kerry Collins,30,Lebanon,PA,NYG,QB,213,77,248,Penn St.,12/30/1972,1,1995,0,0,0,0,0,0,0
2009,Carson Palmer,30,Fresno,CA,CIN,QB,213,77,0,USC,12/27/1979,1,2003,26,4.65,0,0,0,0,0
2001,Mark Brunell,31,Los Angeles,CA,JAX,QB,213,73,217,Washington,9/17/1970,5,1993,0,0,0,0,0,0,0
2004,Matt Hasselbeck,29,Westwood,MA,SEA,QB,212,76,223,Boston Col.,9/25/1975,6,1998,0,0,0,0,0,0,0
2001,Daunte Culpepper,24,Ocala,FL,MIN,QB,212,76,264,Central Florida,1/28/1977,1,1999,18,4.52,39,39,122,4.13,7.21
2012,C.J. Spiller,25,Lake Butler,FL,BUF,RB,212,71,194,Clemson,7/12/1900,1,2010,10,4.27,18,0,0,0,0
2006,Philip Rivers,25,Decatur,AL,SDG,QB,212,77,0,North Carolina St.,12/8/1981,1,2004,30,5.08,0,0,0,0,0
1999,Charlie Garner,27,Fairfax,VA,SFO,RB,212,70,190,Tennessee,2/13/1972,2,1994,0,0,0,0,0,0,0
2011,Tim Tebow,24,Makati City,Phillippines,DEN,QB,211,74,236,Florida,8/14/1987,1,2010,22,4.71,0,38.5,115,4.17,6.66
2007,Reggie Wayne,29,New Orleans,LA,IND,WR,211,73,198,Miami (FL),11/17/1978,1,2001,0,4.45,0,36,0,0,0
2009,Ryan Grant,27,Suffern,NY,GNB,RB,211,73,218,Notre Dame,12/9/1982,0,0,0,4.43,17,33.5,115,4.14,7.1
2001,David Boston,23,Humble,TX,ARI,WR,211,74,240,Ohio St.,8/19/1978,1,1999,0,4.47,37,37,116,4.09,7.2
2006,Marvin Harrison,34,Philadelphia,PA,IND,WR,211,73,175,Syracuse,8/25/1972,1,1996,0,0,0,0,0,0,0
2011,Andy Dalton,24,0,,CIN,QB,211,74,215,TCU,1/0/1900,2,2011,29,4.83,0,29.5,106,4.27,6.93
2009,Joe Flacco,24,Voorhees,NJ,BAL,QB,210,78,0,Delaware,1/16/1985,1,2008,27,4.84,0,28.5,110,4.27,6.82
2004,Javon Walker,26,Galveston,TX,GNB,WR,210,75,220,Florida St.,10/14/1978,1,2002,0,4.38,0,39.5,126,4.05,6.86
2000,Warrick Dunn,25,Baton Rouge,LA,TAM,RB,210,69,180,Florida St.,1/5/1975,1,1997,0,0,0,0,0,0,0
2005,Jake Delhomme,30,Breaux Bridge,LA,CAR,QB,210,74,0,La-Lafayette,1/10/1975,0,0,0,0,0,0,0,0,0
2008,Chris Johnson,23,Orlando,FL,TEN,RB,209,71,195,East Carolina,9/23/1985,1,2008,10,4.24,0,35,0,0,0
2013,A.J. Green,25,Summerville,SC,CIN,WR,209,76,205,Georgia,7/31/1988,1,2011,10,4.48,18,34.5,126,4.21,6.91
2010,Ryan Fitzpatrick,28,Gilbert,AZ,BUF,QB,209,74,0,Harvard,11/24/1982,7,2005,48,4.86,0,30.5,105,4.07,7.09
2010,Brandon Lloyd,29,Kansas City,MO,DEN,WR,209,73,192,Illinois,7/5/1981,4,2003,0,4.62,0,36,0,0,0
2002,Marshall Faulk,29,New Orleans,LA,STL,RB,209,70,211,San Diego St.,2/26/1973,1,1994,0,0,0,0,0,0,0
2006,Vince Young,23,Houston,TX,TEN,QB,209,77,0,Texas,5/18/1983,1,2006,15,4.48,0,0,0,0,0
2013,Eddie Lacy,22,0,,GNB,RB,208,71,231,Alabama,1/0/1900,2,2013,17,4.55,0,0,0,0,0
2001,Jake Plummer,27,Boise,ID,ARI,QB,208,74,212,Arizona St.,12/19/1974,2,1997,0,0,0,0,0,0,0
2003,Stephen Davis,29,Spartanburg,SC,CAR,RB,208,73,230,Auburn,3/1/1974,4,1996,0,0,0,0,0,0,0
2013,Joe Flacco,28,Voorhees,NJ,BAL,QB,208,78,232,Delaware,1/16/1985,1,2008,27,4.84,0,28.5,110,4.27,6.82
2004,Joe Horn,32,New Haven,CT,NOR,WR,208,73,206,Itawamba JC,1/16/1972,5,0,0,0,0,0,0,0,0
2011,Victor Cruz,25,Patterson,NJ,NYG,WR,208,73,204,Massachusetts,11/11/1986,0,0,0,0,0,0,0,0,0
2008,Andre Johnson,27,Miami,FL,HOU,WR,208,75,219,Miami (FL),7/11/1981,1,2003,0,4.4,0,39,132,0,0
2004,Willis McGahee,23,Miami,FL,BUF,RB,208,73,228,Miami (FL),10/21/1981,1,2003,0,0,0,0,0,0,0
2012,Philip Rivers,31,Decatur,AL,SDG,QB,208,77,0,North Carolina St.,12/8/1981,1,2004,30,5.08,0,0,0,0,0
2000,Steve Beuerlein,35,Los Angeles,CA,CAR,QB,208,75,220,Notre Dame,3/7/1965,0,1987,0,0,0,0,0,0,0
2012,Dez Bryant,24,Lufkin,TX,DAL,WR,208,74,225,Oklahoma St.,8/12/1900,1,2010,0,0,0,0,0,0,0
2004,David Carr,25,Bakersfield,CA,HOU,QB,207,75,215,Fresno St.,7/21/1979,1,2002,24,4.67,0,35,108,4.28,7.05
2008,Calvin Johnson,23,Tyrone,GA,DET,WR,207,77,239,Georgia Tech,9/25/1985,1,2007,0,4.35,0,0,0,0,0
2010,Dwayne Bowe,26,Miami,FL,KAN,WR,207,74,221,LSU,9/21/1984,1,2007,0,4.51,0,33,125,4.35,6.81
2002,Duce Staley,27,Tampa,FL,PHI,RB,207,71,242,South Carolina,2/27/1975,3,1997,0,0,0,0,0,0,0
2005,Mark Brunell,35,Los Angeles,CA,WAS,QB,207,73,0,Washington,9/17/1970,5,1993,0,0,0,0,0,0,0
2013,Brandon Marshall,29,Pittsburgh,PA,CHI,WR,206,76,229,Central Florida,3/23/1984,4,2006,0,4.72,28,30.5,108,4.09,7.05
2009,Randy Moss,32,Rand,WV,NWE,WR,206,76,215,Marshall,2/13/1977,1,1998,0,0,0,0,0,0,0
